26888,5450,7.49%,60 months,2.48%,MORTGAGE,4600.0,785-789,4326.0,10+ years
81759,14000,12.12%,36 months,11.38%,MORTGAGE,4500.0,705-709,18583.0,5 years
16667,3000,17.44%,36 months,15.79%,RENT,7952.0,660-664,12578.0,8 years
92046,32000,17.27%,60 months,15.61%,RENT,9250.0,700-704,32566.0,2 years
88279,22250,21.49%,60 months,28.87%,RENT,4166.67,665-669,14107.0,9 years
82406,16450,11.14%,36 months,7.57%,RENT,7500.0,725-729,2928.0,1 year
17143,2500,12.98%,36 months,16.45%,RENT,1100.0,670-674,5019.0,4 years
27486,6000,9.99%,36 months,7.50%,MORTGAGE,2625.0,715-719,5167.0,10+ years
96613,27575,14.33%,36 months,19.63%,MORTGAGE,5166.67,690-694,8720.0,10+ years
6263,1000,8.59%,36 months,10.69%,OWN,4583.33,755-759,17069.0,< 1 year
29283,12000,11.49%,36 months,12.85%,RENT,2708.33,705-709,12150.0,< 1 year
99766,30000,10.16%,36 months,22.21%,MORTGAGE,8000.0,715-719,33218.0,10+ years
85893,13500,14.33%,36 months,31.70%,RENT,4166.67,680-684,31168.0,1 year
98972,9000,15.80%,36 months,22.65%,MORTGAGE,3250.0,665-669,16480.0,3 years
44054,15000,9.91%,36 months,9.16%,MORTGAGE,4250.0,730-734,11615.0,10+ years
51948,5300,7.90%,36 months,12.82%,RENT,5500.0,725-729,9996.0,1 year
48676,7000,13.11%,36 months,16.76%,RENT,3650.0,685-689,6444.0,5 years
71489,8000,14.09%,36 months,12.06%,RENT,5000.0,695-699,15360.0,6 years
48319,7500,8.90%,36 months,10.02%,RENT,5500.0,715-719,2382.0,6 years
83768,12000,17.27%,36 months,14.86%,OWN,4583.33,665-669,9145.0,10+ years
88084,6000,15.31%,36 months,15.91%,RENT,3833.33,670-674,5760.0,10+ years
9664,4500,6.76%,36 months,14.74%,MORTGAGE,2666.67,790-794,2705.0,7 years
1494,1600,10.83%,36 months,5.36%,RENT,2427.0,700-704,7020.0,3 years
61703,10000,17.77%,36 months,30.40%,OWN,2500.0,665-669,8379.0,8 years
21993,7450,13.06%,36 months,3.30%,MORTGAGE,5883.33,710-714,6416.0,10+ years
58359,3225,7.62%,36 months,17.79%,MORTGAGE,5833.33,760-764,70323.0,10+ years
67335,23675,17.77%,36 months,29.94%,OWN,6399.0,680-684,21920.0,10+ years
57080,12000,12.12%,36 months,18.62%,RENT,5833.33,690-694,18838.0,10+ years
30035,25000,16.49%,36 months,18.18%,RENT,6000.0,695-699,10630.0,7 years
67158,10000,14.09%,36 months,21.45%,RENT,4583.33,675-679,8548.0,6 years
33777,6000,7.51%,36 months,2.52%,MORTGAGE,4800.0,750-754,1442.0,10+ years
59724,6000,13.11%,36 months,15.33%,RENT,3333.33,685-689,12503.0,2 years
95096,7925,16.29%,36 months,21.25%,RENT,2000.0,665-669,7840.0,6 years
13216,6000,14.35%,36 months,14.08%,MORTGAGE,2500.0,675-679,3621.0,< 1 year
53271,7000,6.62%,36 months,8.03%,MORTGAGE,10000.0,750-754,6761.0,6 years
25380,4500,5.99%,36 months,18.48%,MORTGAGE,10000.0,765-769,17863.0,6 years
6987,12000,11.14%,36 months,2.37%,MORTGAGE,12500.0,735-739,10944.0,5 years
96413,10375,19.72%,36 months,4.99%,RENT,4166.67,665-669,6122.0,5 years
88273,4800,18.75%,36 months,10.89%,MORTGAGE,5833.33,670-674,17943.0,10+ years
48519,6400,13.11%,36 months,11.46%,MORTGAGE,4666.67,700-704,8942.0,10+ years
69456,5000,7.90%,36 months,17.22%,OWN,4000.0,705-709,6023.0,10+ years
41198,12000,6.62%,36 months,21.66%,RENT,5250.0,740-744,20639.0,< 1 year
34122,15000,10.65%,36 months,16.15%,MORTGAGE,7083.33,720-724,338.0,9 years
98634,20000,6.03%,36 months,18.67%,MORTGAGE,14583.33,715-719,29044.0,7 years
82476,10000,14.09%,36 months,10.59%,RENT,2916.67,690-694,10390.0,< 1 year
67263,18825,14.09%,36 months,13.08%,RENT,4000.0,710-714,20694.0,4 years
18452,4000,6.17%,36 months,15%,RENT,4234.0,745-749,587.0,2 years
57866,5750,13.99%,36 months,12.44%,RENT,5000.0,660-664,12465.0,10+ years
77151,20950,15.80%,36 months,15.71%,MORTGAGE,12916.67,690-694,30188.0,4 years
25405,8000,10.99%,36 months,14.76%,RENT,7500.0,710-714,7120.0,< 1 year
85686,10000,14.09%,36 months,14.76%,RENT,5000.0,675-679,4762.0,4 years
54649,14000,6.03%,36 months,19.53%,MORTGAGE,6000.0,765-769,4140.0,8 years
19069,5000,7.66%,36 months,3.33%,RENT,9000.0,735-739,12297.0,10+ years
74479,25000,19.05%,60 months,10.53%,MORTGAGE,6250.0,700-704,15159.0,9 years
76693,35000,8.90%,36 months,14.62%,RENT,10416.67,735-739,21321.0,10+ years
32008,14000,8.49%,60 months,9.89%,MORTGAGE,9000.0,760-764,23773.0,4 years
80638,25000,19.72%,60 months,32.10%,OWN,4916.67,695-699,35208.0,7 years
36889,10800,14.65%,36 months,7.89%,RENT,9583.33,675-679,6487.0,< 1 year
72169,20000,14.33%,36 months,21.44%,MORTGAGE,6250.0,700-704,14268.0,9 years
59117,1400,9.76%,36 months,27.14%,MORTGAGE,4683.33,730-734,6466.0,2 years
15427,7500,16.32%,36 months,12.54%,MORTGAGE,4600.0,665-669,6120.0,2 years
85618,5000,14.09%,36 months,29.02%,MORTGAGE,5416.67,680-684,3977.0,< 1 year
19328,7500,16.40%,36 months,13.34%,RENT,4166.67,660-664,7430.0,< 1 year
20263,10000,5.79%,36 months,6.49%,MORTGAGE,12500.0,745-749,75629.0,1 year
9194,3200,9.88%,36 months,6.51%,RENT,4500.0,740-744,3198.0,5 years
27520,5500,15.99%,60 months,17.95%,RENT,4250.0,700-704,13256.0,10+ years
69242,18000,23.28%,60 months,9.05%,RENT,7083.33,660-664,13106.0,10+ years
48662,8800,13.11%,36 months,16.73%,RENT,3150.25,700-704,14266.0,4 years
65775,7000,11.14%,36 months,23.02%,MORTGAGE,6000.0,705-709,19634.0,6 years
92773,8000,13.11%,36 months,19.01%,RENT,2625.0,725-729,7554.0,5 years
81950,11625,14.33%,36 months,22.84%,MORTGAGE,2833.33,705-709,27411.0,8 years
84215,30000,21.49%,36 months,16.70%,MORTGAGE,12500.0,670-674,19096.0,9 years
93352,16000,8.90%,36 months,19.71%,RENT,7083.33,720-724,6185.0,4 years
103874,10000,13.98%,60 months,14.86%,RENT,3916.67,710-714,5188.0,4 years
5169,6000,11.48%,36 months,18.20%,MORTGAGE,5031.67,705-709,50935.0,10+ years
29812,8000,13.49%,36 months,14.92%,RENT,5000.0,685-689,4786.0,2 years
56991,15000,18.25%,36 months,9.73%,MORTGAGE,5000.0,660-664,14596.0,8 years
62537,7000,17.77%,36 months,32.25%,RENT,3333.33,665-669,35604.0,7 years
22858,8400,6.92%,36 months,13.30%,RENT,3000.0,745-749,6998.0,1 year
78602,15000,7.90%,36 months,18.62%,MORTGAGE,4500.0,740-744,17212.0,7 years
87504,2800,10.16%,36 months,12%,RENT,2083.33,695-699,7261.0,< 1 year
92105,7750,16.29%,36 months,26.74%,MORTGAGE,2916.67,680-684,17102.0,5 years
59387,4500,8.90%,36 months,18.18%,RENT,2166.67,700-704,5361.0,4 years
62445,18000,15.31%,60 months,4.93%,RENT,5258.5,710-714,11596.0,10+ years
24320,6000,15.23%,36 months,19.57%,OWN,4583.33,665-669,8077.0,1 year
96988,10000,13.11%,36 months,7.56%,RENT,2500.0,685-689,10906.0,7 years
47002,12000,8.90%,36 months,12.46%,RENT,5000.0,725-729,13940.0,10+ years
53897,10000,12.12%,36 months,18.40%,MORTGAGE,5000.0,685-689,13202.0,10+ years
59272,1200,7.62%,36 months,8.69%,MORTGAGE,3833.33,730-734,350.0,7 years
80512,2500,11.14%,36 months,10.08%,RENT,4333.33,720-724,4922.0,3 years
90748,16000,7.90%,36 months,12.30%,MORTGAGE,8416.67,695-699,21913.0,5 years
81914,5000,10.16%,36 months,24.50%,MORTGAGE,6250.0,700-704,33705.0,6 years
97954,4375,19.05%,36 months,9.09%,RENT,2916.67,670-674,6944.0,6 years
30600,12000,16.89%,60 months,15.24%,MORTGAGE,7500.0,675-679,28589.0,3 years
63340,7000,18.49%,36 months,18.90%,MORTGAGE,2000.0,660-664,7315.0,1 year
35313,20800,12.69%,60 months,7.08%,MORTGAGE,6541.67,730-734,13197.0,1 year
45225,19200,13.11%,60 months,3.45%,MORTGAGE,8333.33,745-749,50625.0,2 years
98090,22000,15.80%,60 months,21.32%,MORTGAGE,5416.67,700-704,10267.0,10+ years
71142,15000,19.05%,36 months,24.88%,RENT,6000.0,675-679,12162.0,1 year
52333,20000,8.90%,36 months,17.08%,RENT,4916.67,730-734,14952.0,4 years
15274,2000,6.17%,36 months,18.35%,RENT,5733.58,745-749,21998.0,3 years
64690,6000,14.09%,36 months,22.50%,RENT,2666.67,670-674,5955.0,10+ years
66605,5000,15.80%,36 months,34.20%,RENT,3750.0,665-669,5414.0,3 years
43053,16350,7.90%,36 months,25.03%,OWN,4541.67,730-734,25731.0,9 years
59192,20000,7.90%,36 months,20.04%,MORTGAGE,4625.0,755-759,31335.0,10+ years
80538,12300,12.12%,36 months,10.01%,RENT,6583.33,690-694,12450.0,1 year
78519,4800,13.11%,36 months,4.61%,RENT,2666.67,690-694,7911.0,< 1 year
48236,14500,7.90%,36 months,11.96%,RENT,4500.0,735-739,16398.0,6 years
69446,22250,14.09%,36 months,32.10%,MORTGAGE,6583.33,690-694,44868.0,10+ years
18161,8000,14.09%,36 months,7.68%,RENT,25000.0,675-679,28579.0,8 years
78856,8325,17.77%,36 months,20.75%,RENT,2000.0,665-669,7676.0,< 1 year
48412,14000,13.11%,36 months,8.12%,OWN,10416.67,730-734,4776.0,7 years
60192,9000,10.16%,36 months,3.98%,MORTGAGE,6000.0,705-709,5659.0,7 years
97275,16000,13.11%,36 months,17.61%,MORTGAGE,6083.33,680-684,15148.0,2 years
39722,24000,10.65%,36 months,14.80%,RENT,3750.0,725-729,24708.0,10+ years
54880,16450,15.31%,36 months,11.66%,MORTGAGE,6666.67,685-689,12697.0,9 years
81508,7500,12.12%,36 months,26.56%,MORTGAGE,5000.0,710-714,9047.0,10+ years
98671,4750,22.47%,36 months,24.45%,RENT,1333.33,665-669,4752.0,< 1 year
80765,6500,7.90%,36 months,12.56%,RENT,6750.0,720-724,33229.0,8 years
59041,9600,6.03%,36 months,7.52%,MORTGAGE,6250.0,750-754,765.0,< 1 year
34051,2000,7.51%,36 months,16.73%,RENT,1500.0,730-734,2925.0,4 years
99360,18000,24.89%,60 months,14.88%,RENT,4000.0,665-669,7377.0,8 years
79126,5825,12.12%,36 months,4%,OWN,3750.0,690-694,5643.0,1 year
103249,2500,15.31%,36 months,22.81%,RENT,2530.0,670-674,5276.0,< 1 year
43700,7200,19.91%,60 months,2%,RENT,5500.0,660-664,2130.0,9 years
83155,8000,14.33%,36 months,11.85%,RENT,3941.58,670-674,9660.0,2 years
94386,6250,13.11%,36 months,28.61%,RENT,1779.17,720-724,7455.0,3 years
49074,12375,13.67%,36 months,22.42%,MORTGAGE,2083.33,680-684,12226.0,3 years
88558,18000,10.16%,36 months,16.71%,MORTGAGE,6666.67,685-689,19850.0,6 years
31714,3300,6.99%,36 months,20.04%,RENT,3333.33,760-764,0.0,1 year
68991,21000,18.49%,60 months,16.40%,MORTGAGE,8833.33,700-704,29293.0,1 year
75034,24575,16.29%,36 months,19.60%,MORTGAGE,5250.0,695-699,20858.0,10+ years
67649,20000,16.29%,36 months,23.59%,MORTGAGE,5833.33,680-684,12696.0,< 1 year
34983,13250,6.62%,36 months,28.64%,MORTGAGE,5750.0,750-754,7174.0,8 years
28402,10000,8.49%,36 months,13.58%,MORTGAGE,4166.67,715-719,8455.0,10+ years
82112,12000,12.12%,36 months,14.66%,MORTGAGE,5000.0,710-714,13235.0,2 years
85220,4825,10.16%,36 months,14.89%,RENT,2400.0,705-709,6109.0,1 year
29422,7550,16.89%,36 months,21.94%,RENT,2880.0,670-674,1989.0,8 years
96028,6000,14.09%,36 months,15.72%,RENT,5083.33,670-674,10373.0,4 years
104202,8000,15.57%,60 months,2.38%,RENT,5291.67,700-704,1252.0,5 years
10096,3000,14.59%,36 months,24.20%,MORTGAGE,5000.0,665-669,5527.0,5 years
30184,8400,5.99%,36 months,8.70%,OWN,3000.0,750-754,6215.0,2 years
48402,35000,14.65%,36 months,12.20%,MORTGAGE,14166.67,720-724,103354.0,8 years
50781,15000,7.90%,36 months,21.54%,OWN,5000.0,730-734,21555.0,2 years
65889,6000,7.62%,36 months,9.33%,RENT,8315.67,730-734,6239.0,2 years
79217,29000,17.77%,36 months,15.70%,RENT,7666.67,695-699,23319.0,2 years
83672,20000,15.31%,36 months,27.35%,RENT,5250.0,690-694,11343.0,6 years
97016,7000,10.16%,36 months,10.76%,MORTGAGE,4341.67,695-699,13638.0,7 years
73664,6000,17.27%,36 months,6.91%,MORTGAGE,4025.67,665-669,6652.0,5 years
42222,10000,15.27%,36 months,4.02%,RENT,4480.0,670-674,7614.0,1 year
24026,3200,17.49%,36 months,1.37%,RENT,2917.0,665-669,1427.0,< 1 year
68139,23000,17.77%,36 months,25.84%,MORTGAGE,6625.0,685-689,19870.0,3 years
32974,3000,12.69%,36 months,3.12%,RENT,2083.33,715-719,844.0,3 years
82788,1200,15.80%,36 months,27.14%,RENT,2166.67,665-669,9076.0,3 years
22444,11000,13.06%,36 months,22.42%,MORTGAGE,7916.67,690-694,34314.0,< 1 year
95117,18000,16.29%,36 months,17.62%,MORTGAGE,5250.0,670-674,9379.0,5 years
35299,6000,11.71%,36 months,21.45%,RENT,3100.0,685-689,10426.0,2 years
84283,10000,15.31%,36 months,27.71%,RENT,3750.0,680-684,19385.0,3 years
83786,6000,15.80%,36 months,7.94%,RENT,5000.0,670-674,14784.0,10+ years
85172,4000,6.03%,36 months,13.03%,RENT,2916.67,750-754,2860.0,5 years
41190,20000,11.71%,60 months,10.98%,MORTGAGE,5416.67,745-749,20836.0,10+ years
57127,24000,19.99%,60 months,3.48%,RENT,8333.33,690-694,8224.0,5 years
70843,8000,14.09%,36 months,14.31%,RENT,3500.0,690-694,5074.0,4 years
73060,12000,6.62%,36 months,13.88%,MORTGAGE,7125.0,775-779,20639.0,5 years
88845,17600,8.90%,36 months,16.58%,MORTGAGE,4166.67,750-754,235.0,8 years
14556,8000,18.67%,60 months,5.56%,RENT,2500.0,660-664,5770.0,6 years
61042,16800,6.62%,36 months,3.87%,OWN,16083.33,800-804,13470.0,8 years
70987,35000,7.90%,36 months,20.70%,MORTGAGE,12083.33,790-794,28864.0,10+ years
70752,9950,14.33%,36 months,4.19%,MORTGAGE,4800.0,685-689,5038.0,5 years
68413,10000,19.05%,60 months,28.39%,RENT,3726.67,695-699,10067.0,5 years
74613,6000,13.11%,36 months,19.97%,MORTGAGE,5833.33,685-689,5523.0,1 year
82673,35000,7.90%,36 months,20.27%,MORTGAGE,12083.33,770-774,35242.0,10+ years
56341,5600,7.90%,36 months,16.54%,RENT,1916.67,705-709,3373.0,5 years
32601,17000,7.90%,36 months,6.43%,RENT,6250.0,795-799,1352.0,6 years
25674,15000,12.99%,60 months,17.45%,RENT,5666.67,715-719,10855.0,3 years
73376,3000,11.14%,36 months,1.70%,MORTGAGE,7750.0,685-689,874.0,10+ years
89741,12000,17.77%,36 months,9.86%,RENT,3083.33,665-669,4390.0,4 years
33667,25000,14.27%,36 months,14.59%,MORTGAGE,9000.0,705-709,22364.0,7 years
77788,4750,14.33%,60 months,23.48%,RENT,1500.0,740-744,1687.0,< 1 year
36163,25000,9.91%,36 months,15.38%,RENT,5500.0,730-734,11395.0,3 years
27201,12000,11.99%,60 months,4.30%,MORTGAGE,3583.33,755-759,3942.0,2 years
60064,20000,19.72%,36 months,13.74%,MORTGAGE,7965.0,665-669,18809.0,7 years
39439,10000,15.96%,36 months,13.09%,RENT,4416.67,665-669,23870.0,10+ years
98321,9750,20.49%,36 months,10.55%,RENT,3033.33,660-664,8688.0,4 years
61683,10000,14.09%,36 months,15.02%,MORTGAGE,6000.0,685-689,8178.0,8 years
81939,25000,19.72%,60 months,1.31%,MORTGAGE,5666.67,700-704,92.0,10+ years
9885,5000,14.22%,36 months,18.73%,MORTGAGE,8583.0,670-674,8097.0,1 year
19235,6500,5.79%,36 months,22.84%,MORTGAGE,6400.0,730-734,7435.0,8 years
73893,8325,15.31%,36 months,15.22%,RENT,2916.67,670-674,7171.0,4 years
65788,20000,15.31%,60 months,13.94%,MORTGAGE,8333.33,710-714,22246.0,10+ years
70001,12000,12.12%,36 months,20.32%,MORTGAGE,5166.67,710-714,10054.0,4 years
14355,7200,11.49%,60 months,16.78%,RENT,2944.0,715-719,5459.0,6 years
85461,8500,10.16%,36 months,11.23%,MORTGAGE,6091.83,710-714,10568.0,3 years
76503,17475,19.05%,60 months,22.95%,MORTGAGE,4583.33,685-689,15852.0,10+ years
71743,10000,12.12%,36 months,13.49%,MORTGAGE,3113.83,690-694,6634.0,4 years
40840,5000,7.90%,36 months,16.44%,MORTGAGE,2298.75,720-724,12346.0,10+ years
91018,12300,15.31%,36 months,19.26%,MORTGAGE,5000.0,710-714,4460.0,10+ years
20772,1675,11.11%,36 months,4.81%,RENT,2080.0,690-694,1466.0,3 years
7006,7500,17.04%,36 months,4.92%,RENT,4000.0,685-689,8398.0,7 years
17832,9200,12.61%,36 months,15.42%,MORTGAGE,12833.33,675-679,17391.0,2 years
82746,8000,15.80%,36 months,10.76%,MORTGAGE,4583.33,675-679,4084.0,2 years
28147,5000,10.99%,36 months,23.25%,RENT,2000.0,690-694,8339.0,< 1 year
46059,19125,18.25%,60 months,15.69%,OWN,3333.33,690-694,7858.0,5 years
72582,5000,12.12%,36 months,16.97%,MORTGAGE,6800.0,675-679,25524.0,10+ years
66149,4000,10.16%,36 months,4.58%,RENT,3168.0,715-719,6916.0,< 1 year
41523,16000,7.90%,36 months,2.23%,MORTGAGE,7083.33,740-744,3076.0,5 years
76858,15500,17.77%,36 months,27.60%,OWN,3333.33,675-679,8692.0,4 years
91738,16000,13.11%,60 months,14.88%,MORTGAGE,7916.67,695-699,22918.0,10+ years
21508,9000,13.06%,60 months,5.74%,RENT,3678.08,710-714,7556.0,4 years
46748,30000,22.78%,60 months,24.71%,RENT,6041.67,690-694,39144.0,1 year
25426,10000,10.59%,36 months,7.43%,RENT,3833.33,735-739,10187.0,10+ years
76810,14000,19.05%,36 months,31.02%,MORTGAGE,5000.0,660-664,12728.0,7 years
76324,18000,15.31%,60 months,22.93%,RENT,5734.08,710-714,2819.0,4 years
48235,10000,6.62%,36 months,19.05%,MORTGAGE,5208.33,740-744,28302.0,10+ years
50533,25975,13.11%,60 months,15.51%,MORTGAGE,4583.33,735-739,3607.0,9 years
79478,10350,14.09%,36 months,20.46%,RENT,3333.33,690-694,10841.0,1 year
88920,10850,17.77%,36 months,33.90%,OWN,2708.33,660-664,9577.0,8 years
28663,4075,5.42%,36 months,23.41%,MORTGAGE,3750.0,770-774,34103.0,6 years
71249,12000,10.16%,36 months,27.48%,MORTGAGE,5000.0,710-714,10490.0,7 years
101208,5900,13.11%,36 months,14.19%,MORTGAGE,3010.0,700-704,5921.0,10+ years
81822,7200,6.03%,36 months,17.27%,MORTGAGE,3416.67,790-794,4838.0,10+ years
38540,14750,16.77%,60 months,17.32%,MORTGAGE,2500.0,685-689,11003.0,8 years
20785,20000,14.91%,36 months,19.43%,MORTGAGE,6250.0,715-719,14308.0,5 years
83841,8000,12.12%,36 months,24.98%,RENT,3166.67,690-694,5428.0,10+ years
38903,4000,8.90%,36 months,13.16%,MORTGAGE,5166.67,720-724,7171.0,3 years
90332,6000,13.11%,36 months,18.10%,RENT,3750.0,690-694,14468.0,7 years
77035,5375,14.09%,36 months,15.05%,MORTGAGE,5416.67,685-689,4087.0,1 year
39792,7000,10.65%,36 months,7.38%,RENT,3333.33,700-704,12168.0,< 1 year
80904,12000,15.31%,36 months,21.83%,RENT,6416.67,680-684,11583.0,2 years
60688,21250,18.75%,36 months,26.53%,OWN,4500.0,670-674,25287.0,10+ years
68301,3600,19.72%,60 months,22.22%,MORTGAGE,3200.0,680-684,11702.0,< 1 year
82419,12000,14.33%,36 months,28.20%,MORTGAGE,3333.33,670-674,10727.0,10+ years
71540,10050,14.33%,36 months,16.48%,RENT,2500.0,690-694,13337.0,< 1 year
67109,4025,8.90%,36 months,15.32%,MORTGAGE,5000.0,700-704,15943.0,8 years
48352,5000,6.62%,36 months,1.20%,RENT,5000.0,780-784,531.0,2 years
22993,10000,7.29%,36 months,7.94%,MORTGAGE,5833.33,735-739,3181.0,8 years
50602,10000,6.03%,36 months,24.66%,MORTGAGE,2940.25,755-759,5904.0,10+ years
52285,10000,8.90%,36 months,22.66%,RENT,2083.33,715-719,12724.0,9 years
77559,18000,7.90%,36 months,18.36%,RENT,5833.33,730-734,12522.0,< 1 year
98980,7000,16.29%,36 months,24.93%,MORTGAGE,3833.33,680-684,18792.0,3 years
53808,6000,13.11%,36 months,12.40%,RENT,1000.0,685-689,3622.0,1 year
32517,5600,6.62%,36 months,7.23%,MORTGAGE,5833.33,750-754,8125.0,2 years
82160,9500,12.12%,36 months,24.06%,MORTGAGE,2519.17,705-709,8673.0,10+ years
47059,12000,13.11%,36 months,17.51%,MORTGAGE,9666.67,680-684,17226.0,5 years
19661,7200,10.37%,36 months,8.92%,MORTGAGE,4416.67,675-679,4137.0,2 years
89012,5000,15.80%,36 months,25.53%,RENT,6612.0,665-669,14283.0,10+ years
55690,10075,15.81%,60 months,23.80%,MORTGAGE,6583.33,700-704,13259.0,1 year
66424,9050,13.11%,36 months,20.58%,MORTGAGE,5166.67,700-704,7571.0,7 years
98930,17500,10.16%,36 months,23.64%,MORTGAGE,3333.33,700-704,21483.0,8 years
66360,10000,8.90%,36 months,20.10%,RENT,2870.42,715-719,18802.0,3 years
63941,8500,15.80%,36 months,17.40%,RENT,2500.0,690-694,6491.0,1 year
76957,8000,14.33%,36 months,27.34%,RENT,3500.0,685-689,16395.0,7 years
78827,6000,13.11%,36 months,16.75%,MORTGAGE,4166.67,670-674,4500.0,< 1 year
65280,4000,13.11%,36 months,11.80%,RENT,5416.67,685-689,6616.0,1 year
79531,11500,11.14%,36 months,18%,RENT,2916.67,715-719,13851.0,5 years
42255,12000,9.91%,36 months,4.10%,RENT,12500.0,705-709,22889.0,9 years
21867,5000,12.68%,36 months,9.20%,RENT,3500.0,695-699,3555.0,1 year
73473,6000,7.90%,36 months,20.75%,RENT,3750.0,715-719,4318.0,10+ years
56778,18225,16.29%,60 months,22.61%,RENT,3166.67,710-714,12233.0,4 years
10642,15000,10.38%,36 months,16.87%,MORTGAGE,6312.0,735-739,14339.0,2 years
92357,27000,12.12%,60 months,17.82%,MORTGAGE,7083.33,715-719,25137.0,8 years
77964,4950,10.16%,36 months,16.75%,RENT,1403.33,725-729,2738.0,2 years
57704,9000,15.31%,36 months,15.88%,RENT,5000.0,675-679,4532.0,10+ years
86747,21000,18.75%,60 months,31.71%,MORTGAGE,9583.33,695-699,30589.0,10+ years
56401,10000,14.65%,36 months,16.68%,MORTGAGE,8333.33,680-684,39461.0,4 years
88301,5350,10.16%,36 months,16.45%,MORTGAGE,11250.0,730-734,19184.0,8 years
40727,10000,12.42%,36 months,9.77%,RENT,3500.0,705-709,10912.0,2 years
91853,24000,7.90%,36 months,13.55%,MORTGAGE,7233.33,705-709,26039.0,< 1 year
59890,25000,21.00%,36 months,9.52%,RENT,8333.33,670-674,8575.0,10+ years
47168,7550,7.62%,36 months,14.61%,MORTGAGE,2512.0,730-734,2814.0,5 years
77588,9600,15.31%,36 months,33.24%,RENT,3166.67,685-689,14774.0,2 years
71247,1000,15.31%,36 months,29.45%,MORTGAGE,2166.67,665-669,1748.0,6 years
80041,24000,14.33%,36 months,25.49%,MORTGAGE,11208.33,725-729,19428.0,10+ years
78104,21000,18.49%,60 months,21.73%,RENT,16416.67,700-704,62549.0,1 year
59886,1000,13.11%,36 months,30.71%,RENT,1833.33,670-674,6283.0,3 years
22323,16000,9.63%,60 months,16.58%,OWN,5000.0,780-784,2300.0,10+ years
40094,24400,17.27%,60 months,15.98%,RENT,6000.0,725-729,13879.0,3 years
75168,14675,7.90%,36 months,17.40%,MORTGAGE,3166.67,720-724,22549.0,10+ years
79248,12000,19.05%,36 months,19.61%,MORTGAGE,4583.33,660-664,8970.0,10+ years
47048,12000,13.11%,36 months,8.05%,MORTGAGE,3416.67,685-689,7708.0,4 years
75518,14500,14.33%,36 months,17.97%,RENT,3500.0,680-684,10846.0,6 years
54131,28625,13.11%,60 months,21.31%,MORTGAGE,4833.33,740-744,35863.0,5 years
70334,21000,22.95%,60 months,6.52%,MORTGAGE,20833.33,670-674,1240.0,10+ years
